Date,Open,High,Low,Close,Adj Close,Volume
2016-12-12,113.290001,115.0,112.489998,113.300003,109.85755900000001,26374400
2016-12-13,113.839996,115.91999799999999,113.75,115.190002,111.690132,43733800
2016-12-14,115.040001,116.199997,114.980003,115.190002,111.690132,34031800
2016-12-15,115.379997,116.730003,115.230003,115.82,112.30098000000001,46524500
2016-12-16,116.470001,116.5,115.650002,115.970001,112.44644199999999,44351100
2016-12-19,115.800003,117.379997,115.75,116.639999,113.096069,27779400
2016-12-20,116.739998,117.5,116.68,116.949997,113.396652,21425000
2016-12-21,116.800003,117.400002,116.779999,117.059998,113.503304,23783200
2016-12-22,116.349998,116.510002,115.639999,116.290001,112.75671399999999,26085900
2016-12-23,115.589996,116.519997,115.589996,116.519997,112.97971299999999,14249500
2016-12-27,116.519997,117.800003,116.489998,117.260002,113.697243,18296900
2016-12-28,117.519997,118.019997,116.199997,116.760002,113.212425,20905900
2016-12-29,116.449997,117.110001,116.400002,116.730003,113.183334,15039500
2016-12-30,116.650002,117.199997,115.43,115.82,112.30098000000001,30586300
2017-01-03,115.800003,116.33000200000001,114.760002,116.150002,112.62096399999999,28781900
2017-01-04,115.849998,116.510002,115.75,116.019997,112.49491100000002,21118100
2017-01-05,115.91999799999999,116.860001,115.809998,116.610001,113.06698600000001,22193600
2017-01-06,116.779999,118.160004,116.470001,117.910004,114.32748400000001,31751900
2017-01-09,117.949997,119.43,117.940002,118.989998,115.374664,33561900
2017-01-10,118.769997,119.379997,118.300003,119.110001,115.49101999999999,24462100
2017-01-11,118.739998,119.93,118.599998,119.75,116.11158799999998,27588600
2017-01-12,118.900002,119.300003,118.209999,119.25,115.62676200000001,27086200
2017-01-13,119.110001,119.620003,118.809998,119.040001,115.423149,26111900
2017-01-17,118.339996,120.239998,118.220001,120.0,116.35398899999998,34439800
2017-01-18,120.0,120.5,119.709999,119.989998,116.344284,23713000
2017-01-19,119.400002,120.089996,119.370003,119.779999,116.140671,25597300
2017-01-20,120.449997,120.449997,119.730003,120.0,116.35398899999998,32597900
2017-01-23,120.0,120.809998,119.769997,120.08000200000001,116.431549,22050200
2017-01-24,119.550003,120.099998,119.5,119.970001,116.324898,23211000
2017-01-25,120.41999799999999,122.099998,120.279999,121.879997,118.17685700000001,32377600
2017-01-26,121.66999799999999,122.440002,121.599998,121.940002,118.23503899999999,26337600
2017-01-27,122.139999,122.349998,121.599998,121.949997,118.24472800000001,20562900
2017-01-30,120.93,121.629997,120.660004,121.629997,117.93445600000001,30377500
2017-01-31,121.150002,121.389999,120.620003,121.349998,117.66296399999999,49201000
2017-02-01,127.029999,130.490005,127.010002,128.75,124.83813500000001,111985000
2017-02-02,127.980003,129.389999,127.779999,128.529999,124.62480900000001,33710400
2017-02-03,128.309998,129.190002,128.16000400000001,129.080002,125.158096,24507300
2017-02-06,129.130005,130.5,128.899994,130.28999299999998,126.331337,26845900
2017-02-07,130.53999299999998,132.08999599999999,130.449997,131.529999,127.53366100000001,38183800
2017-02-08,131.350006,132.220001,131.220001,132.03999299999998,128.028152,23004100
2017-02-09,131.649994,132.449997,131.119995,132.419998,128.953293,28349900
2017-02-10,132.46000700000002,132.940002,132.050003,132.119995,128.661148,20065500
2017-02-13,133.080002,133.820007,132.75,133.28999299999998,129.800522,23035400
2017-02-14,133.470001,135.08999599999999,133.25,135.020004,131.48521399999998,33226200
2017-02-15,135.520004,136.270004,134.619995,135.509995,131.962387,35623100
2017-02-16,135.669998,135.899994,134.83999599999999,135.350006,131.806595,22584600
2017-02-17,135.100006,135.830002,135.100006,135.720001,132.166916,22198200
