Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,41.52,42.200001,41.5,42.07,34.431107,3650100
2010-01-05,42.099998,42.450001,41.98,42.330002,34.643883,2613000
2010-01-06,42.09,42.900002,41.810001,42.779999,35.012188,5772100
2010-01-07,42.5,42.900002,42.240002000000004,42.740002000000004,34.97945,4022900
2010-01-08,42.509997999999996,43.060001,42.189999,42.57,34.840321,5069700
2010-01-11,42.439999,42.810001,42.23,42.529999,34.807575,4231900
2010-01-12,42.209998999999996,43.619999,42.200001,42.259997999999996,34.586605,5557100
2010-01-13,42.450001,42.93,42.200001,42.740002000000004,34.97945,4496800
2010-01-14,42.720001,43.290001000000004,42.599998,43.119999,35.290442999999996,3312500
2010-01-15,42.959998999999996,43.59,42.740002000000004,42.810001,35.036736,4734200
2010-01-19,42.689999,43.830002,42.5,43.75,35.806057,5343600
2010-01-20,43.360001000000004,43.889998999999996,43.049999,43.509997999999996,35.609634,4409900
2010-01-21,43.439999,43.779999,42.860001000000004,43.09,35.265903,4578300
2010-01-22,43.02,43.02,41.889998999999996,42.18,34.52113,4903400
2010-01-25,42.540001000000004,42.540001000000004,41.619999,41.880001,34.275608,3665700
2010-01-26,41.759997999999996,42.189999,41.529999,41.830002,34.234688,3459000
2010-01-27,41.91,42.5,41.529999,41.93,34.316528000000005,4562300
2010-01-28,42.150002,42.150002,41.099998,41.290001000000004,33.792736,4773300
2010-01-29,41.639998999999996,41.970001,40.939999,40.990002000000004,33.547211,4618100
2010-02-01,41.16,41.599998,40.91,41.189999,33.710892,3540100
2010-02-02,41.389998999999996,41.84,40.799999,41.619999,34.062813,3817900
2010-02-03,41.549999,41.689999,41.389998999999996,41.599998,34.046440000000004,2555100
2010-02-04,41.380001,41.380001,40.560001,40.610001000000004,33.236214000000004,4069400
2010-02-05,40.209998999999996,40.75,39.700001,40.540001000000004,33.178917,5850400
2010-02-08,40.43,40.57,39.900002,40.169998,32.876102,4514200
2010-02-09,40.470001,40.779999,40.18,40.240002000000004,32.933392,4525700
2010-02-10,40.330002,40.549999,39.630001,40.02,32.753341999999996,4885800
2010-02-11,40.02,40.599998,39.610001000000004,40.27,32.957947,4753300
2010-02-12,40.34,40.540001000000004,39.799999,40.490002000000004,33.137997,3347700
2010-02-16,40.700001,40.84,40.220001,40.84,33.42445,2420000
2010-02-17,41.119999,41.119999,40.66,40.790001000000004,33.383522,2480300
2010-02-18,40.84,41.34,40.73,41.310001,33.809109,2309400
2010-02-19,40.259997999999996,41.41,40.259997999999996,40.869999,33.448997,5039200
2010-02-22,40.990002000000004,41.09,40.549999,40.700001,33.309864000000005,2421400
2010-02-23,40.59,40.860001000000004,40.240002000000004,40.259997999999996,32.949749,2600900
2010-02-24,40.419998,40.630001,40.240002000000004,40.279999,32.966118,3261600
2010-02-25,40.009997999999996,40.169998,39.549999,39.75,32.53236,5548700
2010-02-26,39.75,40.25,39.720001,39.970001,32.712414,4534000
2010-03-01,39.880001,40.450001,39.880001,40.09,32.810627000000004,4157800
2010-03-02,40.32,40.919998,40.25,40.599998,33.228024,3726700
2010-03-03,40.759997999999996,40.91,40.52,40.639998999999996,33.260754,3194000
2010-03-04,40.560001,41.0,40.439999,40.91,33.481730999999996,3642900
2010-03-05,41.09,41.470001,40.830002,41.18,33.702709000000006,2781800
2010-03-08,41.060001,41.610001000000004,41.060001,41.459998999999996,33.93187,4536100
2010-03-09,41.200001,42.310001,41.200001,42.060001,34.42292,4826300
2010-03-10,41.959998999999996,42.150002,41.669998,42.060001,34.42292,3192100
2010-03-11,41.779999,42.07,41.669998,42.0,34.373814,3282900
2010-03-12,42.290001000000004,42.389998999999996,41.779999,42.119999,34.472031,2755900
2010-03-15,42.240002000000004,42.57,42.029999,42.5,34.783028,2619800
2010-03-16,42.580002,42.599998,41.57,42.0,34.373814,4625500
2010-03-17,42.080002,42.990002000000004,41.889998999999996,42.240002000000004,34.570244,5203200
2010-03-18,42.349998,42.77,41.939999,42.279999,34.602973999999996,2731700
2010-03-19,42.060001,42.330002,41.400002,42.060001,34.42292,4329100
2010-03-22,41.869999,42.52,41.790001000000004,42.43,34.725739000000004,2346200
2010-03-23,42.580002,42.709998999999996,42.169998,42.400002,34.701187,3822900
2010-03-24,42.290001000000004,42.400002,41.669998,41.790001000000004,34.20195,3096400
2010-03-25,42.099998,42.48,41.5,41.52,33.980965000000005,4643600
2010-03-26,41.310001,42.5,41.279999,42.400002,34.701187,6528800
2010-03-29,42.66,42.93,42.09,42.299999,34.61935,3810200
2010-03-30,42.110001000000004,42.330002,41.900002,42.209998999999996,34.545685,3778000
2010-03-31,41.98,42.209998999999996,41.720001,41.950001,34.332893,3026200
2010-04-01,42.169998,42.650002,41.650002,41.84,34.242863,3622700
2010-04-05,41.82,42.169998,41.610001000000004,41.959998999999996,34.341076,2561300
2010-04-06,42.02,42.310001,41.450001,41.52,33.980965000000005,5802000
2010-04-07,41.509997999999996,41.880001,41.369999,41.560001,34.013718,5314800
2010-04-08,41.41,42.040001000000004,41.23,41.900002,34.291965000000005,6134100
2010-04-09,42.060001,42.900002,42.029999,42.830002,35.053112,5265100
2010-04-12,42.709998999999996,43.080002,42.709998999999996,43.07,35.249531,3500800
2010-04-13,42.830002,43.119999,42.549999,43.099998,35.274075,4201500
2010-04-14,43.16,43.360001000000004,42.880001,43.040001000000004,35.534153,4426100
2010-04-15,43.040001000000004,43.32,42.98,43.240002000000004,35.699272,3651900
2010-04-16,42.950001,43.360001000000004,42.950001,43.150002,35.624966,4399800
2010-04-19,42.93,43.049999,42.360001000000004,42.830002,35.360775,3700900
2010-04-20,43.290001000000004,43.740002000000004,42.900002,43.669998,36.054287,4988100
2010-04-21,43.68,44.0,43.59,43.98,36.310226,4875100
2010-04-22,43.529999,43.970001,43.290001000000004,43.919998,36.260681,3151900
2010-04-23,43.779999,44.669998,43.75,44.669998,36.879887,4864100
2010-04-26,44.18,44.52,44.02,44.07,36.384518,3108200
2010-04-27,43.439999,43.880001,43.099998,43.200001,35.666252,5239700
2010-04-28,43.459998999999996,43.599998,43.130001,43.52,35.930446999999994,2752300
2010-04-29,43.919998,44.380001,43.889998999999996,44.189999,36.483604,3849000
2010-04-30,44.099998,44.209998999999996,43.59,43.639998999999996,36.029514,3532100
2010-05-03,43.439999,43.82,43.259997999999996,43.75,36.120327,2423200
2010-05-04,43.240002000000004,43.310001,42.73,43.0,35.501121999999995,3608900
2010-05-05,42.48,42.709998999999996,41.939999,42.169998,34.815868,5743500
2010-05-06,41.939999,42.299999,38.75,41.09,33.924209999999995,10320000
2010-05-07,40.939999,41.09,40.169998,40.32,33.288494,8319500
2010-05-10,41.27,41.73,40.790001000000004,41.049999,33.891193,7077000
2010-05-11,41.0,41.599998,40.84,41.150002,33.973755,6271200
2010-05-12,41.389998999999996,41.610001000000004,41.299999,41.459998999999996,34.229690999999995,5357600
2010-05-13,41.290001000000004,41.630001,40.790001000000004,40.82,33.701298,5403300
2010-05-14,40.369999,40.5,38.709998999999996,38.990002000000004,32.190437,10623700
2010-05-17,39.0,39.82,38.970001,39.82,32.875690000000006,5350400
2010-05-18,39.799999,40.349998,39.209998999999996,39.259997999999996,32.413353,4653900
2010-05-19,39.259997999999996,39.5,38.779999,39.240002000000004,32.396846999999994,3782700
2010-05-20,38.560001,38.91,37.82,37.959998999999996,31.340057,6359700
2010-05-21,37.25,38.790001000000004,37.0,38.139998999999996,31.488667,7745300
2010-05-24,38.09,38.75,38.049999,38.34,31.653786,3256800
2010-05-25,37.509997999999996,37.98,37.380001,37.93,31.315292,4567900
2010-05-26,38.02,38.509997999999996,37.400002,37.41,30.885975,5603600
2010-05-27,38.049999,38.34,37.610001000000004,38.25,31.579490999999997,5282900
2010-05-28,38.110001000000004,38.220001,37.459998999999996,37.52,30.976791,5535800
2010-06-01,37.279999,37.380001,36.68,36.709998999999996,30.308052000000004,6240800
2010-06-02,36.830002,37.119999,36.459998999999996,36.830002,30.407131,6189700
2010-06-03,36.959998999999996,37.880001,36.790001000000004,37.849998,31.249240999999998,4418200
2010-06-04,37.209998999999996,37.84,36.869999,36.93,30.489690999999997,3740100
2010-06-07,37.16,37.200001,36.439999,36.549999,30.175955,4902600
2010-06-08,36.459998999999996,36.639998999999996,36.049999,36.439999,30.085140000000003,6039500
2010-06-09,36.709998999999996,37.02,36.299999,36.439999,30.085140000000003,4115500
2010-06-10,37.009997999999996,37.689999,36.990002000000004,37.66,31.092377000000003,3363700
2010-06-11,37.470001,37.650002,37.169998,37.639998999999996,31.075865000000004,3064400
2010-06-14,37.740002000000004,38.240002000000004,37.740002000000004,37.799999,31.207966,2597900
2010-06-15,37.459998999999996,38.560001,37.279999,38.540001000000004,31.818911,3651300
2010-06-16,37.779999,38.880001,37.740002000000004,38.689999,31.942755,3125000
2010-06-17,38.73,38.849998,38.25,38.490002000000004,31.777632,3530400
2010-06-18,38.700001,39.34,38.439999,38.93,32.1409,4133700
2010-06-21,39.169998,39.25,38.59,38.810001,32.041832,3832000
2010-06-22,38.549999,39.099998,38.220001,38.240002000000004,31.571232000000002,4349300
2010-06-23,38.450001,38.630001,37.810001,38.169998,31.513439,5422500
2010-06-24,38.139998999999996,38.290001000000004,37.369999,37.549999,31.001565999999997,6791800
2010-06-25,39.400002,41.130001,39.240002000000004,40.549999,33.478386,53159900
2010-06-28,40.360001000000004,40.549999,39.560001,39.720001,32.793129,8682500
2010-06-29,39.0,39.23,38.490002000000004,38.650002,31.909731,6533100
2010-06-30,39.34,39.450001,38.52,38.650002,31.909731,5956900
2010-07-01,38.360001000000004,38.540001000000004,37.77,38.279999,31.604259000000003,6624400
2010-07-02,38.189999,38.43,37.68,37.939999,31.323551000000002,3773400
2010-07-06,38.200001,38.720001,37.990002000000004,38.41,31.711584000000002,4655500
2010-07-07,38.400002,39.259997999999996,38.34,39.259997999999996,32.413353,4391400
2010-07-08,39.34,39.650002,39.009997999999996,39.34,32.479401,4044900
2010-07-09,39.290001000000004,39.52,38.880001,39.419998,32.545448,3749400
2010-07-12,39.189999,39.799999,39.009997999999996,39.73,32.801388,3226500
2010-07-13,39.779999,40.349998,39.779999,40.25,33.230705,5391800
2010-07-14,40.0,40.330002,39.990002000000004,40.099998,33.106865,2947600
2010-07-15,39.959998999999996,40.09,39.57,40.02,33.040813,3112600
2010-07-16,39.700001,39.73,38.900002,39.0,32.198692,2709900
2010-07-19,39.119999,39.459998999999996,38.990002000000004,39.169998,32.339046,3373600
2010-07-20,38.5,39.0,37.98,38.900002,32.116135,6895300
2010-07-21,39.27,39.27,38.389998999999996,38.610001000000004,31.876704999999998,5012400
2010-07-22,39.040001000000004,39.889998999999996,39.040001000000004,39.759997999999996,32.826153000000005,5482100
2010-07-23,39.59,40.419998,39.380001,40.380001,33.338032,4811500
2010-07-26,40.259997999999996,40.619999,40.119999,40.48,33.420589,2429200
2010-07-27,40.389998999999996,40.57,40.169998,40.330002,33.296749,5086100
2010-07-28,40.189999,40.330002,39.73,39.860001000000004,32.908722,4180400
2010-07-29,40.27,40.27,39.16,39.25,32.405094,4657700
2010-07-30,39.0,39.790001000000004,39.0,39.639998999999996,32.727081,3355500
2010-08-02,40.169998,40.330002,39.790001000000004,40.330002,33.296749,3614200
2010-08-03,40.330002,40.529999,39.93,40.0,33.0243,3803600
2010-08-04,39.970001,40.43,39.919998,40.34,33.305,3367300
2010-08-05,40.169998,40.220001,39.919998,39.970001,32.999531,2836300
2010-08-06,39.75,40.369999,39.650002,40.27,33.247219,3869300
2010-08-09,40.060001,40.75,39.990002000000004,40.57,33.494904,2820600
2010-08-10,39.849998,40.740002000000004,39.700001,40.470001,33.412341999999995,3381500
2010-08-11,39.860001000000004,40.189999,39.720001,39.990002000000004,33.016048,3015300
2010-08-12,39.310001,39.580002,39.18,39.459998999999996,32.578476,3496600
2010-08-13,39.25,39.509997999999996,38.830002,38.849998,32.074844,3434100
2010-08-16,38.880001,39.23,38.48,38.91,32.124396999999995,2820400
2010-08-17,39.25,39.959998999999996,39.139998999999996,39.66,32.743598999999996,3161100
2010-08-18,39.709998999999996,39.759997999999996,39.389998999999996,39.66,32.743598999999996,2261500
2010-08-19,39.419998,39.619999,38.650002,38.900002,32.116135,4763400
2010-08-20,38.709998999999996,38.759997999999996,38.189999,38.419998,31.719845,4549300
2010-08-23,38.689999,38.73,37.509997999999996,38.0,31.373081,5212400
2010-08-24,37.529999,37.939999,37.189999,37.189999,30.704346,5303000
2010-08-25,36.919998,37.389998999999996,36.830002,37.279999,30.778647999999997,5689400
2010-08-26,37.5,37.700001,37.099998,37.139998999999996,30.663061,3598200
2010-08-27,37.369999,37.490002000000004,36.970001,37.200001,30.712598999999997,3928800
2010-08-30,36.959998999999996,37.34,36.799999,36.900002,30.464911999999998,2601900
2010-08-31,36.610001000000004,36.860001000000004,36.450001,36.599998,30.217228000000002,5827600
2010-09-01,36.970001,37.830002,36.970001,37.400002,30.877726000000003,5251900
2010-09-02,37.380001,38.02,37.220001,37.990002000000004,31.364829999999998,3656500
2010-09-03,38.470001,38.599998,38.07,38.580002,31.851946,2960900
2010-09-07,38.610001000000004,38.82,38.279999,38.349998,31.662056,2669400
2010-09-08,38.369999,38.669998,38.09,38.130001,31.480419,3287800
2010-09-09,38.52,38.52,38.119999,38.209998999999996,31.546463,3693800
2010-09-10,38.330002,38.93,38.330002,38.82,32.050090999999995,3566600
2010-09-13,39.0,39.16,38.889998999999996,39.09,32.272995,2373400
2010-09-14,38.869999,39.310001,38.869999,39.209998999999996,32.372066,2492400
2010-09-15,39.189999,39.720001,38.880001,39.639998999999996,32.727081,3281100
